CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS
AMD Ryzen 5 3600,NVIDIA GeForce GTX 970,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,81.3
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 970,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,79.2
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 970,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,74.3
AMD Ryzen 5 2600,NVIDIA GeForce GTX 970,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,73.6
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 970,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,71.1
Intel Core i9-9900K,NVIDIA GeForce GTX 1050 Ti,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,72.2
Intel Core i7-9700K,NVIDIA GeForce GTX 1050 Ti,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,71.6
Intel Core i7-8700K,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,66.6
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 Ti,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,64.8
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,63.9
Intel Core i5-8600K,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,63.4
Intel Core i5-8400,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,62.2
Intel Core i5-7600K,NVIDIA GeForce GTX 1050 Ti,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,61.4
Intel Core i5-7500,NVIDIA GeForce GTX 1050 Ti,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,58.2
Intel Core i3-7100,NVIDIA GeForce GTX 1050 Ti,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,48.6
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,69.0
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 Ti,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,68.4
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1050 Ti,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,67.5
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,67.2
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,65.2
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,63.4
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,59.6
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,58.8
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 Ti,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,57.0
Intel Core i9-9900K,NVIDIA GeForce GTX 1050 3 GB,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,65.7
Intel Core i7-9700K,NVIDIA GeForce GTX 1050 3 GB,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,65.1
Intel Core i7-8700K,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,60.6
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 3 GB,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,58.9
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,58.1
Intel Core i5-8600K,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,57.7
Intel Core i5-8400,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,56.4
Intel Core i5-7600K,NVIDIA GeForce GTX 1050 3 GB,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,55.9
Intel Core i5-7500,NVIDIA GeForce GTX 1050 3 GB,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,53.0
Intel Core i3-7100,NVIDIA GeForce GTX 1050 3 GB,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,44.1
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 3 GB,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,62.8
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 3 GB,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,62.2
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1050 3 GB,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,61.4
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,61.1
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,59.2
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,57.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,54.1
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 3 GB,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,53.5
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 3 GB,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,51.7
Intel Core i9-9900K,AMD Radeon RX 5700 XT,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,117.8
Intel Core i7-9700K,AMD Radeon RX 5700 XT,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,116.6
Intel Core i7-8700K,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,108.5
Intel Core i7-7700K,AMD Radeon RX 5700 XT,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,105.3
Intel Core i5-9400F,AMD Radeon RX 5700 XT,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,104.1
Intel Core i5-8600K,AMD Radeon RX 5700 XT,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,103.2
Intel Core i5-8400,AMD Radeon RX 5700 XT,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,101.2
Intel Core i5-7600K,AMD Radeon RX 5700 XT,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,100.1
Intel Core i5-7500,AMD Radeon RX 5700 XT,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,94.8
Intel Core i3-7100,AMD Radeon RX 5700 XT,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,79.0
AMD Ryzen 9 3900X,AMD Radeon RX 5700 XT,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,112.5
AMD Ryzen 7 3800X,AMD Radeon RX 5700 XT,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,111.4
AMD Ryzen 7 3700X,AMD Radeon RX 5700 XT,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,109.9
AMD Ryzen 5 3600X,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,109.3
AMD Ryzen 5 3600,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,106.1
AMD Ryzen 5 2600X,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,103.2
AMD Ryzen 5 1600X,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,96.9
AMD Ryzen 5 2600,AMD Radeon RX 5700 XT,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,95.9
AMD Ryzen 7 1700X,AMD Radeon RX 5700 XT,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,92.7
Intel Core i9-9900K,AMD Radeon RX 5700,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,115.5
Intel Core i7-9700K,AMD Radeon RX 5700,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,114.5
Intel Core i7-8700K,AMD Radeon RX 5700,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,106.5
Intel Core i7-7700K,AMD Radeon RX 5700,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,103.4
Intel Core i5-9400F,AMD Radeon RX 5700,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,102.0
Intel Core i5-8600K,AMD Radeon RX 5700,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,101.3
Intel Core i5-8400,AMD Radeon RX 5700,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,99.2
Intel Core i5-7600K,AMD Radeon RX 5700,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,98.2
Intel Core i5-7500,AMD Radeon RX 5700,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,93.0
Intel Core i3-7100,AMD Radeon RX 5700,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,77.5
AMD Ryzen 9 3900X,AMD Radeon RX 5700,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,110.3
AMD Ryzen 7 3800X,AMD Radeon RX 5700,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,109.3
AMD Ryzen 7 3700X,AMD Radeon RX 5700,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,107.7
AMD Ryzen 5 3600X,AMD Radeon RX 5700,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,107.2
AMD Ryzen 5 3600,AMD Radeon RX 5700,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,104.2
AMD Ryzen 5 2600X,AMD Radeon RX 5700,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,101.3
AMD Ryzen 5 1600X,AMD Radeon RX 5700,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,95.1
AMD Ryzen 5 2600,AMD Radeon RX 5700,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,94.0
AMD Ryzen 7 1700X,AMD Radeon RX 5700,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,90.9
Intel Core i9-9900K,AMD Radeon Pro Vega 64,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,113.9
Intel Core i7-9700K,AMD Radeon Pro Vega 64,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,112.9
Intel Core i7-8700K,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,105.0
Intel Core i7-7700K,AMD Radeon Pro Vega 64,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,101.9
Intel Core i5-9400F,AMD Radeon Pro Vega 64,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,100.7
Intel Core i5-8600K,AMD Radeon Pro Vega 64,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,99.9
Intel Core i5-8400,AMD Radeon Pro Vega 64,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,97.8
Intel Core i5-7600K,AMD Radeon Pro Vega 64,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,96.8
Intel Core i5-7500,AMD Radeon Pro Vega 64,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,91.8
Intel Core i3-7100,AMD Radeon Pro Vega 64,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,76.5
AMD Ryzen 9 3900X,AMD Radeon Pro Vega 64,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,108.8
AMD Ryzen 7 3800X,AMD Radeon Pro Vega 64,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,107.9
AMD Ryzen 7 3700X,AMD Radeon Pro Vega 64,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,106.3
AMD Ryzen 5 3600X,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,105.8
AMD Ryzen 5 3600,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,102.7
AMD Ryzen 5 2600X,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,99.9
AMD Ryzen 5 1600X,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,93.9
AMD Ryzen 5 2600,AMD Radeon Pro Vega 64,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,92.8
AMD Ryzen 7 1700X,AMD Radeon Pro Vega 64,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,89.8
Intel Core i9-9900K,AMD Radeon RX 590,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,103.5
Intel Core i7-9700K,AMD Radeon RX 590,battletech,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,102.5
Intel Core i7-8700K,AMD Radeon RX 590,battletech,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,95.5
Intel Core i7-7700K,AMD Radeon RX 590,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,92.6
Intel Core i5-9400F,AMD Radeon RX 590,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,91.5
Intel Core i5-8600K,AMD Radeon RX 590,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,90.9
Intel Core i5-8400,AMD Radeon RX 590,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,89.0
Intel Core i5-7600K,AMD Radeon RX 590,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,88.0
Intel Core i5-7500,AMD Radeon RX 590,battletech,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,83.4
Intel Core i3-7100,AMD Radeon RX 590,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,69.4
AMD Ryzen 9 3900X,AMD Radeon RX 590,battletech,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,98.9
AMD Ryzen 7 3800X,AMD Radeon RX 590,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,97.9
AMD Ryzen 7 3700X,AMD Radeon RX 590,battletech,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,96.5
AMD Ryzen 5 3600X,AMD Radeon RX 590,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,96.1
AMD Ryzen 5 3600,AMD Radeon RX 590,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,93.3
AMD Ryzen 5 2600X,AMD Radeon RX 590,battletech,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,90.9
AMD Ryzen 5 1600X,AMD Radeon RX 590,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,85.3
AMD Ryzen 5 2600,AMD Radeon RX 590,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,84.3
AMD Ryzen 7 1700X,AMD Radeon RX 590,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,81.5
Intel Core i9-9900K,AMD Radeon RX 580,battletech,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,81.1
