CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS,y_true,y_pred,abs_error,pct_error
Intel Core i5-8400,NVIDIA GeForce GTX 980 Ti,starcraft2,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,159.9,159.9,158.35350189943478,1.5464981005652305,0.9671657914729397
Intel Core i9-9900K,NVIDIA GeForce RTX 2060,playerUnknownsBattlegrounds,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,88.1,88.1,86.55445806448027,1.5455419355197222,1.7543041265831127
Intel Core i5-9400F,NVIDIA GeForce GTX 1080 Ti,frostpunk,6.0,6.0,2900.0,4100.0,9.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,139.8,139.8,138.2546366345324,1.5453633654676082,1.1054101326663863
Intel Core i9-9900K,AMD Radeon RX 570,farCry5,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,93.7,93.7,95.24521168585512,1.5452116858551221,1.6491053210833748
Intel Core i5-8600K,NVIDIA GeForce RTX 2070,dota2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,163.2,163.2,164.74278462323718,1.5427846232371962,0.9453337152188703
Intel Core i5-7500,NVIDIA GeForce GTX TITAN X,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,81.1,81.1,82.6426330555996,1.5426330555996088,1.9021369366209728
Intel Core i7-8700K,NVIDIA GeForce GTX 970,warframe,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,115.7,115.7,114.15738035286313,1.542619647136874,1.3332926941546015
Intel Core i7-9700K,NVIDIA GeForce RTX 2070,battlefield4,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,75.2,75.2,76.74209928560813,1.5420992856081313,2.0506639436278338
Intel Core i5-8400,NVIDIA GeForce RTX 2070 SUPER,fortnite,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,158.8,158.8,160.34064724916527,1.5406472491652607,0.9701808873836654
Intel Core i7-7700K,NVIDIA GeForce GTX 1080 11Gbps,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,85.2,85.2,86.74058287472329,1.5405828747232846,1.808195862351273
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2080,seaOfThieves,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,145.0,145.0,143.4595861860635,1.5404138139365102,1.0623543544389724
Intel Core i3-7100,NVIDIA GeForce RTX 2070,warframe,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,129.9,129.9,128.35968381160907,1.540316188390932,1.1857707377913256
AMD Ryzen 5 1600X,AMD Radeon RX 580,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,110.6,110.6,109.06029330017515,1.5397066998248476,1.392139873259356
Intel Core i7-9700K,NVIDIA GeForce GTX 1070 Ti,worldOfTanks,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,70.9,70.9,69.36050657695401,1.5394934230459967,2.1713588477376535
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1060 5 GB,dota2,8.0,16.0,3900.0,4500.0,32.0,105.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,170.6,170.6,172.13938022254257,1.539380222542576,0.9023330730026823
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1080 Ti,rainbowSixSiege,8.0,16.0,3400.0,3800.0,16.0,95.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,93.8,93.8,95.33869115441026,1.5386911544102588,1.6403956870045404
Intel Core i9-9900K,AMD Radeon RX 570,starcraft2,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,130.9,130.9,129.36133606851374,1.5386639314862691,1.1754499094623905
Intel Core i5-7600K,AMD Radeon Pro Vega 64,frostpunk,4.0,4.0,3800.0,4200.0,6.0,91.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,115.6,115.6,114.06178187062976,1.538218129370236,1.330638520216467
Intel Core i9-9900K,NVIDIA GeForce GTX 1050 3 GB,leagueOfLegends,8.0,16.0,3600.0,5000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,172.3,172.3,173.83765976194928,1.5376597619492713,0.8924316668306855
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2080,dota2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,169.5,169.5,171.03722419132265,1.5372241913226503,0.906916927034012
Intel Core i7-9700K,NVIDIA GeForce GTX 980,frostpunk,8.0,8.0,3600.0,4900.0,12.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,101.9,101.9,100.36292955413145,1.537070445868551,1.5084106436394022
Intel Core i7-8700K,NVIDIA GeForce RTX 2070 SUPER,totalWar3Kingdoms,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,max,ultra,4,1080.0,84.2,84.2,85.73703688177473,1.5370368817747249,1.8254594795424284
Intel Core i9-9900K,AMD Radeon RX 5700,worldOfTanks,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,94.1,94.1,95.6366487030292,1.5366487030292006,1.6329954336123282
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2060 SUPER,airMechStrike,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,max,ultra,4,1080.0,131.8,131.8,130.2635785389741,1.536421461025924,1.1657218975917478
Intel Core i7-7700K,NVIDIA GeForce GTX 1660,pathOfExile,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,127.3,127.3,125.7638925912315,1.5361074087685012,1.2066829605408493
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1080 11Gbps,seaOfThieves,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,116.7,116.7,115.16409228646087,1.5359077135391317,1.316116292664209
AMD Ryzen 5 2600,AMD Radeon RX 570,frostpunk,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,93.4,93.4,91.86418970167136,1.5358102983286415,1.644336507846511
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1660,playerUnknownsBattlegrounds,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,97.1,97.1,95.56535806275372,1.5346419372462776,1.5804757335183086
Intel Core i5-9400F,AMD Radeon RX 580,rainbowSixSiege,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,82.7,82.7,84.23381243785168,1.5338124378516795,1.8546704206187177
Intel Core i5-8400,AMD Radeon RX 5700,pathOfExile,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,182.4,182.4,180.86634736640366,1.533652633596347,0.8408183298225587
Intel Core i5-9400F,AMD Radeon RX 580,seaOfThieves,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,74.7,74.7,76.23341716498781,1.53341716498781,2.052767289140308
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060 SUPER,totalWar3Kingdoms,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,98.4,98.4,99.93210971995313,1.5321097199531266,1.557022073123096
AMD Ryzen 5 1600X,AMD Radeon RX 580,apexLegends,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,53.9,53.9,52.36838045680619,1.5316195431938056,2.841594699802979
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2070,worldOfTanks,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,71.3,71.3,69.76944830293567,1.5305516970643254,2.1466363212683386
Intel Core i5-8400,NVIDIA GeForce GTX 980 Ti,overwatch,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,170.2,170.2,168.6702643727819,1.5297356272180878,0.8987870900223783
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1080 Ti,destiny2,6.0,12.0,3600.0,4200.0,32.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,med,medium,2,1080.0,159.5,159.5,157.972154148461,1.5278458515390128,0.9578970856043968
Intel Core i5-8600K,NVIDIA GeForce GTX 980,leagueOfLegends,6.0,6.0,3600.0,4300.0,9.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,med,medium,2,1080.0,217.0,217.0,215.47251933951543,1.5274806604845708,0.7039081384721525
Intel Core i9-9900K,NVIDIA GeForce GTX 1060 5 GB,seaOfThieves,8.0,16.0,3600.0,5000.0,16.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,102.1,102.1,100.5725630941392,1.527436905860796,1.496020475867577
Intel Core i5-8400,NVIDIA GeForce GTX 970,playerUnknownsBattlegrounds,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,75.6,75.6,77.12517177644399,1.5251717764439974,2.0174229847142824
Intel Core i5-7600K,NVIDIA GeForce RTX 2070,apexLegends,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,98.7,98.7,100.22507947446508,1.5250794744650733,1.5451666407954137
Intel Core i5-8600K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,worldOfTanks,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,73.3,73.3,74.82443752157641,1.5244375215764165,2.079723767498522
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1080 Ti,rainbowSixSiege,6.0,12.0,3400.0,3900.0,16.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,96.6,96.6,98.12410444091346,1.5241044409134616,1.5777478684404365
AMD Ryzen 7 3700X,NVIDIA GeForce GTX TITAN X,counterStrikeGlobalOffensive,8.0,16.0,3600.0,4400.0,32.0,65.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,277.2,277.2,278.723640038609,1.5236400386090168,0.5496536935818964
Intel Core i3-7100,AMD Radeon Pro Vega 64,apexLegends,2.0,4.0,3900.0,3900.0,3.0,51.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,91.5,91.5,89.97641551096801,1.5235844890319896,1.665119660144251
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1050 3 GB,warframe,6.0,12.0,3600.0,4250.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,115.0,115.0,113.47683548296504,1.5231645170349566,1.324490884378223
Intel Core i7-9700K,NVIDIA GeForce GTX 980 Ti,worldOfTanks,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,85.9,85.9,87.42120257316029,1.5212025731602807,1.7708993866825153
Intel Core i9-9900K,AMD Radeon RX 5700 XT,apexLegends,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,140.6,140.6,142.12061832381116,1.5206183238111635,1.0815208561957066
AMD Ryzen 5 2600X,AMD Radeon RX 580,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,47.3,47.3,45.77975809725346,1.520241902746534,3.2140420776882324
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1070 Ti,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,79.2,79.2,80.718896810008,1.5188968100080018,1.917799002535356
Intel Core i7-9700K,NVIDIA GeForce GTX TITAN X,aWayOut,8.0,8.0,3600.0,4900.0,12.0,95.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,162.2,162.2,160.6813731215569,1.5186268784430865,0.9362681124803247
Intel Core i7-8700K,NVIDIA GeForce GTX 1660,pathOfExile,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,131.1,131.1,129.58256368026616,1.5174363197338323,1.1574647747779043
Intel Core i7-9700K,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,76.1,76.1,74.58258510122936,1.5174148987706388,1.9939748998300115
Intel Core i5-8400,NVIDIA GeForce RTX 2080,fortnite,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,139.0,139.0,137.48265105394097,1.5173489460590304,1.091617946805058
Intel Core i5-7500,NVIDIA GeForce RTX 2060 SUPER,farCry5,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,117.7,117.7,119.2172675148925,1.5172675148924952,1.2890972938763765
Intel Core i9-9900K,NVIDIA GeForce GTX 980 Ti,playerUnknownsBattlegrounds,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,104.4,104.4,105.9159600294579,1.5159600294579008,1.4520689937336213
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1070 Ti,worldOfTanks,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,75.1,75.1,73.58407181477844,1.5159281852215543,2.0185461853815636
Intel Core i5-7600K,NVIDIA GeForce GTX 970,counterStrikeGlobalOffensive,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,154.9,154.9,156.41532372858396,1.515323728583951,0.9782593470522601
AMD Ryzen 7 1700X,AMD Radeon RX 5700,overwatch,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,169.6,169.6,168.0849147573567,1.5150852426432948,0.8933285628793012
Intel Core i3-7100,NVIDIA GeForce GTX TITAN X,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,med,medium,2,1080.0,81.5,81.5,83.01455492004884,1.5145549200488375,1.858349595151948
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 980,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,68.7,68.7,67.1865311267606,1.513468873239404,2.203011460319365
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1060 5 GB,counterStrikeGlobalOffensive,6.0,12.0,3600.0,4250.0,16.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,167.6,167.6,166.0868877794033,1.513112220596696,0.9028115874681957
AMD Ryzen 5 2600,NVIDIA GeForce GTX 980 Ti,starcraft2,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,113.3,113.3,111.78903814772383,1.5109618522761679,1.3335938678518693
AMD Ryzen 5 2600,NVIDIA GeForce GTX 970,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,56.2,56.2,57.71092234592833,1.5109223459283285,2.6884739251393746
Intel Core i3-7100,NVIDIA GeForce GTX 1660 Ti,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,59.3,59.3,60.810860474814135,1.5108604748141374,2.547825421271733
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1080 Ti,fortnite,8.0,16.0,3900.0,4500.0,32.0,105.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,med,medium,2,1080.0,177.4,177.4,175.88928468683363,1.5107153131663722,0.8515869860013372
Intel Core i3-7100,NVIDIA GeForce GTX 970,aWayOut,2.0,4.0,3900.0,3900.0,3.0,51.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,67.5,67.5,69.01014678494795,1.510146784947949,2.2372544962191836
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 980 Ti,counterStrikeGlobalOffensive,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,220.8,220.8,222.30879356701618,1.5087935670161698,0.6833304198442798
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2060 SUPER,rainbowSixSiege,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,106.0,106.0,107.50770614926405,1.5077061492640524,1.42236429175854
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,rainbowSixSiege,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,79.7,79.7,81.20662756771422,1.5066275677142187,1.890373359741805
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 970,worldOfTanks,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,49.0,49.0,47.49367871035643,1.506321289643573,3.074125080905251
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2070,airMechStrike,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,141.6,141.6,143.10615456864915,1.5061545686491513,1.063668480684429
AMD Ryzen 9 3900X,NVIDIA GeForce RTX 2060,dota2,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,165.4,165.4,163.89438958797254,1.5056104120274654,0.9102844087227722
Intel Core i9-9900K,NVIDIA GeForce RTX 2060,frostpunk,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,137.6,137.6,136.0951215784836,1.5048784215163948,1.0936616435438917
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1080 Ti,rainbowSixSiege,12.0,24.0,3800.0,4600.0,64.0,105.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,113.8,113.8,115.30487320153274,1.504873201532746,1.3223841841236783
Intel Core i3-7100,AMD Radeon RX 590,battletech,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,69.4,69.4,70.90479733697673,1.504797336976722,2.1682958746062275
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2060,playerUnknownsBattlegrounds,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,71.3,71.3,69.79533861749732,1.5046613825026753,2.110324519639096
Intel Core i5-8600K,NVIDIA GeForce RTX 2080,seaOfThieves,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,145.0,145.0,143.4954143420963,1.5045856579037036,1.0376452813128991
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2060 SUPER,airMechStrike,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,154.0,154.0,155.5032509175745,1.5032509175744906,0.976136959463955
Intel Core i5-9400F,NVIDIA GeForce RTX 2060,dota2,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,153.0,153.0,154.5021250726179,1.5021250726179005,0.9817810932143141
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1060 5 GB,seaOfThieves,6.0,12.0,3600.0,4200.0,32.0,65.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,130.3,130.3,128.79962579346895,1.5003742065310632,1.1514767509831643
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1660 Ti,pathOfExile,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,177.4,177.4,178.90007202736658,1.5000720273665706,0.8455873885944591
Intel Core i5-8600K,NVIDIA GeForce GTX 1080 Ti,destiny2,6.0,6.0,3600.0,4300.0,9.0,95.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,med,medium,2,1080.0,154.7,154.7,153.20000019973708,1.4999998002629127,0.9696184875649081
Intel Core i3-7100,NVIDIA GeForce GTX 1060 5 GB,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,68.8,68.8,70.29948449406048,1.4994844940604821,2.179483276250701
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1060 5 GB,rainbowSixSiege,6.0,12.0,3600.0,4000.0,16.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,89.1,89.1,90.59815662134018,1.4981566213401862,1.6814327961169317
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1070 Ti,leagueOfLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,280.7,280.7,282.1973628210586,1.4973628210586298,0.5334388389948806
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,worldOfTanks,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,73.3,73.3,74.79633869510157,1.4963386951015707,2.0413897613936847
Intel Core i5-7500,NVIDIA GeForce RTX 2070 SUPER,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,97.3,97.3,95.80394365045663,1.496056349543366,1.5375707600651245
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,counterStrikeGlobalOffensive,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,285.1,285.1,283.60483241886845,1.4951675811315681,0.5244361912071441
Intel Core i5-7500,NVIDIA GeForce GTX 1660 Ti,worldOfTanks,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,70.3,70.3,71.79430965259988,1.4943096525998811,2.125618282503387
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 Ti,worldOfTanks,4.0,8.0,4200.0,4500.0,8.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,52.7,52.7,54.193659412499564,1.4936594124995608,2.8342683349137774
Intel Core i7-7700K,NVIDIA GeForce GTX 1660 Ti,seaOfThieves,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,111.0,111.0,112.49339090143376,1.4933909014337559,1.3453972084988792
